"t","occupancy_rate","avg_queue_length","avg_traffic_level","avg_is_special_day","avg_vehicle_type_weight","demand","price","time","diff"
"2016-11-28T00:00:00.000000000","0.3744616071479338","5.025783419278064","0.979769932566442","0.05950019833399445","1.4835382784609283","3.4775952842601914","11.738797642130095","1751816189390","1"
"2016-11-29T00:00:00.000000000","0.504726534872332","5.339151130503769","1.0035700119000397","0.05156683855612852","1.4994049980166602","3.7486773480417095","11.874338674020855","1751816189724","1"
"2016-11-30T00:00:00.000000000","0.532851636073996","4.732249107497025","1.0115033716779056","0.04760015866719556","1.4974216580721935","3.4602613941065234","11.730130697053262","1751816190082","1"
"2016-12-01T00:00:00.000000000","0.5328887175997079","4.914716382387941","0.9361364537881793","0.0436334787782626","1.495438318127727","3.5967522638115286","11.798376131905764","1751816190420","1"
"2016-12-02T00:00:00.000000000","0.5554491178428639","5.184450614835383","1.0273700912336374","0.0872669575565252","1.5370884569615233","3.789086563301016","11.894543281650508","1751816190756","1"
"2016-12-03T00:00:00.000000000","0.49568853100547056","4.910749702499008","1.059103530345101","0.04760015866719556","1.507338357794526","3.4869618352498186","11.74348091762491","1751816191082","1"
"2016-12-06T00:00:00.000000000","0.49757721671506633","5.144783815946053","1.0234034113447046","0.039666798889329634","1.4815549385164617","3.5983308858939638","11.799165442946983","1751816191466","1"
"2016-12-07T00:00:00.000000000","0.5183057895880515","5.307417691392304","0.9996033320111067","0.0436334787782626","1.5251884172947243","3.7578932548796025","11.8789466274398","1751816191798","1"
"2016-12-08T00:00:00.000000000","0.5294524962170664","5.144783815946053","1.0234034113447046","0.055533518445061485","1.5093216977389925","3.6762196521075863","11.838109826053794","1751816192130","1"
"2016-12-09T00:00:00.000000000","0.5342310688304809","5.03371677905593","1.0670368901229672","0.07140023800079334","1.5529551765172551","3.653628133487363","11.826814066743681","1751816192478","1"
"2016-12-10T00:00:00.000000000","0.49892945635269575","4.974216580721936","0.9599365331217771","0.06743355811186037","1.4855216184053948","3.603649805420526","11.801824902710264","1751816192834","1"
"2016-12-11T00:00:00.000000000","0.39137819917772954","4.890916303054343","1.0273700912336374","0.05156683855612852","1.5311384371281238","3.4199382943780465","11.709969147189023","1751816193204","1"
"2016-12-12T00:00:00.000000000","0.3662369247450213","5.28758429194764","0.9520031733439112","0.027766759222530742","1.469654898849663","3.56100090729163","11.780500453645814","1751816193568","1"
"2016-12-13T00:00:00.000000000","0.5032210249284265","5.196350654502182","0.9758032526775089","0.055533518445061485","1.4597381991273304","3.6694249122747182","11.834712456137359","1751816193918","1"
"2016-12-14T00:00:00.000000000","0.5239776558071894","4.947501049979","1.003779924401512","0.0503989920201596","1.511969760604788","3.5802565302297014","11.79012826511485","1751816194244","1"
"2016-12-15T00:00:00.000000000","0.5311810692619198","5.455690886182277","1.0457790844183117","0.07139857202855943","1.5161696766064678","3.8470147525882536","11.923507376294127","1751816194648","1"
"2016-12-16T00:00:00.000000000","0.5336476528259461","5.291550971836573","0.9956366521221738","0.07140023800079334","1.523205077350258","3.808141901140107","11.904070950570054","1751816195014","1"
"2016-12-17T00:00:00.000000000","0.4771749612683464","4.7679492264974215","1.0353034510115033","0.0436334787782626","1.4994049980166602","3.401411375389727","11.700705687694864","1751816195372","1"
"2016-12-18T00:00:00.000000000","0.4491314394232488","4.946449821499405","0.9123363744545815","0.06346687822292742","1.4835382784609283","3.565751828157878","11.78287591407894","1751816195732","1"
"2016-12-19T00:00:00.000000000","0.3982407535361561","5.120983736612455","0.9401031336771123","0.05156683855612852","1.4974216580721935","3.575948012560353","11.787974006280177","1751816196114","1"
"2016-12-20T00:00:00.000000000","0.5742173140565434","5.005950019833399","0.9599365331217771","0.06743355811186037","1.4656882189607299","3.6789376631243735","11.839468831562186","18446744073709551614","1"
